reviewcontent,reviewtype,topcritic,rottentomatoeslink,movietitle,movieinfo,genres,productioncompany
"Not only the most powerful movie yet produced about our national shame but also the rare film about history and race that does not seek to absolve, comfort or flatter the mass audience it aspires to reach.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"Not the first (and most certainly will not be the last) film to tackle the subject of America's shameful history of slavery, but it often feels like the first real one.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"Exceedingly well-crafted and brilliantly acted by Chiwetel Ejiofor and Michael Fassbender, McQueen's go-to star, the movie is harrowing, intense and important.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
So very artfully fiddling while America burns,Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"This is as plain-faced a film about slavery could possibly be, and the effect of its evenness is, oddly enough, more emotion.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
A sobering drama about racism and slavery that will sear your soul and set you thinking about the shadow side of American history.,Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"""""""a shattering experience""""""",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"While director McQueen does bring forth an incredible cast of excellent performers to play supporting characters, [this film] belongs to Ejiofor and only Ejiofor.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
A gripping drama and immaculate depiction of human suffering and strength.,Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"Too often have [slavery's] horrors been whitewashed in popular culture, but here at last McQueen lays them bare through the eyes and words of a man who experienced the unthinkable.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
It provokes recognition in us of the very heart of darkness. It makes the unimaginable imaginable.,Fresh,True,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
"Given the subject matter of the film, it's unsurprising to say that 12 Years a Slave is moving, but it's a testament to the filmmaking just how devastating the experience of watching it actually is.",Fresh,False,m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",Drama,Fox Searchlight
